Intensity,Wavenumber
3.7692307692308176,4573.3110412116675
#NAME?,4571.346200655402
-19.25,4569.381855351721
2.0624999999999853,4567.418005176432
4.233333333333325,4565.454650005364
-5.2,4563.49179
7,4561.529424179489
0.16666666666662877,4559.5675532765545
-17,4557.606176881609
-15.66666667,4555.645294870696
1.5384615384615425,4553.684907119879
-28.2,4551.725013505295
-0.166666667,4549.765613903093
-11.54545455,4547.806708189475
-5.1,4545.848296240669
inf,4543.890377932954
17.333333333333258,4541.9329531426465
9.499999999998806,4539.976021746106
26.000000000001535,4538.019583619722
1.3999999999999864,4536.063638639929
2.1176470588235436,4534.108186683197
4.4000000000000545,4532.153227626042
3,4530.198761
1.0799999999999952,4528.244787716712
-4.333333333,4526.291306617752
58.49999999999335,4524.338317924818
13.666666666666742,4522.385821514608
7.874999999999776,4520.433817263873
4.000000000000029,4518.482305049407
-1,4516.531284748022
4.499999999999872,4514.580756236597
-1.45,4512.630719392031
32.99999999999625,4510.681174091276
28.749999999999126,4508.73212
-1.2,4506.783557629142
-10.6,4504.835486221846
29.20000000000071,4502.887905866524
-4.6,4500.940816440319
-6.357142857,4498.994217820402
-0.8,4497.048109883986
3.999999999999659,4495.102492508335
8.235294117647127,4493.157365570749
0.875,4491.212728948556
10.25000000000064,4489.268582519127
-9.8,4487.324926159878
-0.8,4485.381759748254
-5.111111111,4483.439083161758
-2.72,4481.496896277915
-95,4479.5551989742835
-8,4477.613991128479
-5.7,4475.673272618142
-5.083333333,4473.733043320963
-2.857142857,4471.793303114655
-2.666666667,4469.854051876997
-0.5,4467.915289485771
0.793103448,4465.977015818828
5.363636364,4464.039230754044
-177,4462.101934169334
254.40000000000578,4460.165125942649
-215.625,4458.2288059520015
98.33333333333333,4456.2929740754025
-628.5,4454.357630190936
162.06250000000233,4452.422774176697
114.57142857142952,4450.488405910857
192.9090909090869,4448.554525271591
95.15789473684154,4446.621132137121
596.9999999999321,4444.688226385721
41.66666666666674,4442.7558078956845
-6.538461538,4440.823876545359
-0.666666667,4438.892432213115
1.6153846153846012,4436.961475
-8.48,4435.031004116621
5.6,4433.101020109314
41,4431.171522634004
7.300000000000053,4429.242511569255
